time,L1AccX_filtered,L2AccX_filtered,L3AccX_filtered,,,, ,,,,,,
0,0.000874172,0.001723045,0.000959597,,-1.47878E-05,,0,0,0,,0.307232887,0.696762686,1
0.005,0.001118652,0.002447296,0.000571684,,,,0,0,0,,0.026804239,0.060788392,0.087244041
0.01,0.001357605,0.003158546,0.000177567,,,,0,0,0,,,,
0.015,0.001589699,0.003853672,-0.000221143,,,,0,0,0,,,,
0.02,0.001813978,0.004529624,-0.00062303,,,,0,0,0,,,,
0.025,0.002029513,0.005183114,-0.001026769,,,,0,0,0,,,,
0.03,0.002235275,0.005811305,-0.001430831,,,,0,0,0,,,,
0.035,0.002430315,0.0064116,-0.001833519,,,,0,0,0,,,,
0.04,0.002614049,0.006981338,-0.002233588,,,,0,0,0,,,,
0.045,0.002785454,0.00751793,-0.002629483,,,,0,0,0,,,,
0.05,0.002943888,0.008019304,-0.003019641,,,,0,0,0,,,,
0.055,0.00308888,0.008483505,-0.003402736,,,,0,0,0,,,,
0.06,0.00321978,0.008908535,-0.003777277,,,,0,0,0,,,,
0.065,0.00333613,0.0092929,-0.004141903,,,,0,0,0,,,,
0.07,0.003437554,0.009635454,-0.004495209,,,,0.764715085,2.143494072,-1,,,,
0.075,0.003523813,0.009934768,-0.00483604,,,,0.728656787,2.054318859,-1,,,,
0.08,0.003594637,0.010190114,-0.005163101,,,,0.696216565,1.973642154,-1,,,,
0.085,0.003650018,0.010401087,-0.005475086,,,,0.666659393,1.899712135,-1,,,,
0.09,0.003689823,0.010567158,-0.005771002,,,,0.639373048,1.831078437,-1,,,,
0.095,0.003714163,0.010688125,-0.006049822,,,,0.613929361,1.766684228,-1,,,,
0.1,0.003723144,0.010764391,-0.00631055,,,,0.58998731,1.705776908,-1,,,,
0.105,0.003717048,0.01079629,-0.006552201,,,,0.567297606,1.647734856,-1,,,,
0.11,0.003696213,0.010784383,-0.006774063,,,,0.545641964,1.592011005,-1,,,,
0.115,0.003660922,0.010729668,-0.006975367,,,,0.524835746,1.538222716,-1,,,,
0.12,0.003611754,0.010633248,-0.00715544,,,,0.504756382,1.48603699,-1,,,,
0.125,0.003549231,0.010496433,-0.007313759,,,,0.485281419,1.43516244,-1,,,,
0.13,0.003473975,0.010320836,-0.007449813,,,,0.466317038,1.385381887,-1,,,,
0.135,0.003386627,0.010108243,-0.007563191,,,,0.447777544,1.336505079,-1,,,,
0.14,0.003287992,0.009860613,-0.007653676,,,,0.429596415,1.288350011,-1,,,,
0.145,0.003178792,0.009579935,-0.007720975,,,,0.411708631,1.24076747,-1,,,,
0.15,0.00305994,0.00926866,-0.007765053,,,,0.39406561,1.193637787,-1,,,,
0.155,0.002932367,0.008929194,-0.007785805,,,,0.376629878,1.146855573,-1,,,,
0.16,0.002796841,0.008564093,-0.007783266,,,,0.35934034,1.100321353,-1,,,,
0.165,0.002654519,0.008175922,-0.007757682,,,,0.342179388,1.053913024,-1,,,,
0.17,0.002506242,0.007767629,-0.00770926,,,,0.325095074,1.007571334,-1,,,,
0.175,0.002353114,0.007341898,-0.007638158,,,,0.308073431,0.961213053,-1,,,,
0.18,0.002196118,0.006901685,-0.007544885,,,,0.291073814,0.914750166,-1,,,,
0.185,0.002036299,0.006449859,-0.007429864,,,,0.274069435,0.868099233,-1,,,,
0.19,0.001874602,0.005989416,-0.007293633,,,,0.257018971,0.821184231,-1,,,,
0.195,0.001712164,0.005523191,-0.007136698,,,,0.239909795,0.77391405,-1,,,,
0.2,0.001549937,0.005054224,-0.006959878,,,,0.222696046,0.72619436,-1,,,,
0.205,0.001388827,0.004585301,-0.006763703,,,,0.205335333,0.677927587,-1,,,,
0.21,0.001229945,0.00411924,-0.00654907,,,,0.187804532,0.628980947,-1,,,,
0.215,0.001074118,0.003658725,-0.006316793,,,,0.17004164,0.579206142,-1,,,,
0.22,0.000922224,0.003206461,-0.006067654,,,,0.1519902,0.528451448,-1,,,,
0.225,0.000775096,0.002764969,-0.005802638,,,,0.133576544,0.476502111,-1,,,,
0.23,0.000633615,0.00233656,-0.00552265,,,,0.114730258,0.423086686,-1,,,,
0.235,0.000498402,0.001923615,-0.005228692,,,,0.0953205,0.367895965,-1,,,,
0.24,0.000370168,0.001528145,-0.004921793,,,,0.075209981,0.310485305,-1,,,,
0.245,0.000249645,0.001152127,-0.004602962,,,,0.054235711,0.250301226,-1,,,,
0.25,0.000137272,0.000797297,-0.004273262,,,,0,0,0,,,,
0.255,3.36E-05,0.000465357,-0.003933701,,,,0,0,0,,,,
0.26,-6.10E-05,0.00015753,-0.003585536,,,,0,0,0,,,,
0.265,-0.000146208,-0.000124955,-0.003229712,,,,0,0,0,,,,
0.27,-0.000221685,-0.000380998,-0.002867291,,,,0,0,0,,,,
0.275,-0.000287227,-0.000609922,-0.002499531,,,,0,0,0,,,,
0.28,-0.000342761,-0.000811202,-0.002127401,,,,0,0,0,,,,
0.285,-0.000388217,-0.000984397,-0.001752049,,,,0,0,0,,,,
0.29,-0.00042355,-0.001129309,-0.001374552,,,,0,0,0,,,,
0.295,-0.000448943,-0.001246122,-0.000996008,,,,0,0,0,,,,
0.3,-0.000464555,-0.001335092,-0.000617468,,,,0,0,0,,,,
0.305,-0.000470655,-0.001396586,-0.000239875,,,,0,0,0,,,,
0.31,-0.000467432,-0.001431377,0.000135488,,,,0,0,0,,,,
0.315,-0.000455368,-0.001440326,0.00050781,,,,0,0,0,,,,
0.32,-0.000434864,-0.00142435,0.000876084,,,,0,0,0,,,,
0.325,-0.000406371,-0.001384613,0.001239239,,,,0,0,0,,,,
0.33,-0.000370449,-0.001322652,0.00159631,,,,0,0,0,,,,
0.335,-0.000327733,-0.001239858,0.001946453,,,,0,0,0,,,,
0.34,-0.00027881,-0.001137741,0.002288837,,,,0,0,0,,,,
0.345,-0.000224341,-0.001018305,0.002622341,,,,0,0,0,,,,
0.35,-0.000165129,-0.000883344,0.002946334,,,,0,0,0,,,,
0.355,-0.000101765,-0.000734556,0.003259967,,,,0,0,0,,,,
0.36,-3.51E-05,-0.000574316,0.00356224,,,,0,0,0,,,,
0.365,3.41E-05,-0.000404559,0.003852588,,,,0,0,0,,,,
0.37,0.000105103,-0.000227267,0.004130237,,,,0,0,0,,,,
0.375,0.000177011,-4.48E-05,0.004394464,,,,0.040280551,-0.010189554,1,,,,
0.38,0.00024908,0.000140618,0.004644471,,,,0.053629373,0.030276358,1,,,,
0.385,0.000320534,0.000327098,0.004879786,,,,0.065686029,0.067031269,1,,,,
0.39,0.000390551,0.000512284,0.005099819,,,,0.076581417,0.100451375,1,,,,
0.395,0.00045827,0.000694014,0.005303715,,,,0.086405531,0.130854407,1,,,,
0.4,0.000523168,0.000870361,0.005491179,,,,0.095274287,0.15850162,1,,,,
0.405,0.000584377,0.001039289,0.005661581,,,,0.103217919,0.183568759,1,,,,
0.41,0.000641214,0.001198784,0.00581443,,,,0.110279727,0.206173956,1,,,,
0.415,0.000693053,0.00134701,0.005949338,,,,0.116492452,0.226413481,1,,,,
0.42,0.000739262,0.001482286,0.006065835,,,,0.121873007,0.244366393,1,,,,
0.425,0.000779234,0.001602977,0.006163634,,,,0.12642444,0.260070054,1,,,,
0.43,0.000812481,0.001707442,0.006242255,,,,0.130158226,0.273529645,1,,,,
0.435,0.000838509,0.001794406,0.006301569,,,,0.133063446,0.284755457,1,,,,
0.44,0.000856872,0.001862728,0.006341267,,,,0.135126344,0.293746968,1,,,,
0.445,0.000867314,0.001911079,0.006361064,,,,0.136347295,0.300433766,1,,,,
0.45,0.000869372,0.001938673,0.006360911,,,,0.136674206,0.304779208,1,,,,
0.455,0.000862842,0.00194478,0.006340539,,,,0.136083376,0.306721486,1,,,,
0.46,0.000847573,0.001928658,0.006300131,,,,0.134532608,0.306129751,1,,,,
0.465,0.000823368,0.001889888,0.006239451,,,,0.131961606,0.302893385,1,,,,
0.47,0.000790148,0.001828258,0.006158613,,,,0.128299712,0.296861895,1,,,,
0.475,0.000747955,0.001743558,0.006057748,,,,0.123470744,0.287822837,1,,,,
0.48,0.000696919,0.001635895,0.005937005,,,,0.117385558,0.275542127,1,,,,
0.485,0.000636984,0.001505532,0.005796554,,,,0.109890071,0.259728854,1,,,,
0.49,0.000568486,0.001352731,0.005636672,,,,0.100854958,0.239987596,1,,,,
0.495,0.000491582,0.001178174,0.005457814,,,,0.09006942,0.215869215,1,,,,
0.5,0.000406576,0.000982456,0.005260235,,,,0.0772923,0.186770363,1,,,,
0.505,0.000313825,0.000766449,0.005044392,,,,0.062212698,0.151940742,1,,,,
0.51,0.000213737,0.000531143,0.004811104,,,,0.044425864,0.110399424,1,,,,
0.515,0.000106718,0.000277657,0.0045606,,,,0.023400091,0.060881612,1,,,,
0.52,-6.69E-06,7.24E-06,0.004293717,,,,0,0,0,,,,
0.525,-0.00012584,-0.000278691,0.004011288,,,,0,0,0,,,,
0.53,-0.000250348,-0.000578677,0.003713992,,,,0,0,0,,,,
0.535,-0.00037947,-0.000891214,0.003402776,,,,0,0,0,,,,
0.54,-0.000512607,-0.001214547,0.003078571,,,,0,0,0,,,,
0.545,-0.000649029,-0.001547004,0.00274247,,,,0,0,0,,,,
0.55,-0.000788141,-0.001886749,0.002395387,,,,0,0,0,,,,
0.555,-0.000929041,-0.002232004,0.002038695,,,,0,0,0,,,,
0.56,-0.00107114,-0.002580751,0.001673485,,,,0,0,0,,,,
0.565,-0.001213674,-0.002931227,0.001300949,,,,0,0,0,,,,
0.57,-0.001355746,-0.003281385,0.0009226,,,,0,0,0,,,,
0.575,-0.001496696,-0.003629286,0.000539743,,,,0,0,0,,,,
0.58,-0.001635823,-0.003973014,0.000153743,,,,0,0,0,,,,
0.585,-0.00177232,-0.004310778,-0.000233707,,,,0,0,0,,,,
0.59,-0.001905406,-0.004640509,-0.000621323,,,,0,0,0,,,,
0.595,-0.002034462,-0.004960457,-0.001007399,,,,0,0,0,,,,
0.6,-0.002158659,-0.005268848,-0.001390388,,,,0,0,0,,,,
0.605,-0.002277377,-0.005563943,-0.00176862,,,,0,0,0,,,,
0.61,-0.002390013,-0.005843959,-0.002140604,,,,0,0,0,,,,
0.615,-0.002495827,-0.006107555,-0.00250462,,,,0,0,0,,,,
0.62,-0.002594226,-0.00635307,-0.002858934,,,,0,0,0,,,,
0.625,-0.0026848,-0.00657907,-0.003202065,,,,0,0,0,,,,
0.63,-0.002766954,-0.00678442,-0.003532257,,,,0,0,0,,,,
0.635,-0.002840142,-0.006967977,-0.003847957,,,,0,0,0,,,,
0.64,-0.002904032,-0.00712836,-0.004147606,,,,0,0,0,,,,
0.645,-0.002958188,-0.007264906,-0.004429598,,,,-0.667823098,-1.640082264,-1,,,,
0.65,-0.003002213,-0.007376851,-0.00469254,,,,-0.639784123,-1.572037775,-1,,,,
0.655,-0.003035947,-0.0074632,-0.004934906,,,,-0.615198547,-1.51232867,-1,,,,
0.66,-0.003059036,-0.00752356,-0.005155351,,,,-0.593371139,-1.4593692,-1,,,,
0.665,-0.003071304,-0.007557644,-0.00535262,,,,-0.5737945,-1.411952379,-1,,,,
0.67,-0.003072704,-0.00756488,-0.005525437,,,,-0.556101487,-1.369100786,-1,,,,
0.675,-0.003063136,-0.007545176,-0.005672625,,,,-0.539985625,-1.330103105,-1,,,,
0.68,-0.003042495,-0.007498688,-0.005793248,,,,-0.52517953,-1.294384095,-1,,,,
0.685,-0.003010799,-0.007425319,-0.005886409,,,,-0.511483112,-1.261434554,-1,,,,
0.69,-0.002968223,-0.007325204,-0.005951131,,,,-0.498766266,-1.230892816,-1,,,,
0.695,-0.002914754,-0.007198912,-0.005986786,,,,-0.486864592,-1.202466891,-1,,,,
0.7,-0.002850663,-0.007046847,-0.005993023,,,,-0.475663646,-1.175841842,-1,,,,
0.705,-0.002776174,-0.006869444,-0.005969029,,,,-0.46509646,-1.150847737,-1,,,,
0.71,-0.002691533,-0.006667507,-0.005914728,,,,-0.455056131,-1.127271998,-1,,,,
0.715,-0.002597,-0.006442027,-0.005830014,,,,-0.445453547,-1.10497624,-1,,,,
0.72,-0.002493087,-0.006193671,-0.005714736,,,,-0.43625585,-1.083807049,-1,,,,
0.725,-0.002380026,-0.005923455,-0.005568988,,,,-0.427371312,-1.063650182,-1,,,,
0.73,-0.002258306,-0.005632737,-0.005393285,,,,-0.418725597,-1.044398194,-1,,,,
0.735,-0.002128426,-0.005322509,-0.005188029,,,,-0.410257064,-1.025921309,-1,,,,
0.74,-0.001990838,-0.004993916,-0.004953532,,,,-0.401902701,-1.008152402,-1,,,,
0.745,-0.001846191,-0.004648586,-0.004690896,,,,-0.393568989,-0.990980338,-1,,,,
0.75,-0.001694995,-0.004287957,-0.004401003,,,,-0.385138328,-0.974313749,-1,,,,
0.755,-0.001537866,-0.003913136,-0.004084638,,,,0,0,0,,,,
0.76,-0.001375375,-0.003525943,-0.003743299,,,,0,0,0,,,,
0.765,-0.001208307,-0.003127989,-0.003378356,,,,0,0,0,,,,
0.77,-0.001037174,-0.002720652,-0.002991169,,,,0,0,0,,,,
0.775,-0.000862746,-0.00230553,-0.002583474,,,,0,0,0,,,,
0.78,-0.000685628,-0.001884643,-0.002157127,,,,0,0,0,,,,
0.785,-0.00050659,-0.001459305,-0.001713963,,,,0,0,0,,,,
0.79,-0.00032633,-0.001031196,-0.00125587,,,,0,0,0,,,,
0.795,-0.00014559,-0.00060228,-0.00078523,,,,0,0,0,,,,
0.8,3.50E-05,-0.00017405,-0.000304147,,,,0,0,0,,,,
0.805,0.000214676,0.000252037,0.000185094,,,,0,0,0,,,,
0.81,0.00039278,0.000674026,0.000679973,,,,0,0,0,,,,
0.815,0.00056866,0.001090381,0.001178095,,,,0,0,0,,,,
0.82,0.000741578,0.001499768,0.001676927,,,,0,0,0,,,,
0.825,0.000910897,0.001900427,0.002173937,,,,0,0,0,,,,
0.83,0.001075919,0.002290812,0.002666475,,,,0,0,0,,,,
0.835,0.001236088,0.002669791,0.003151977,,,,0,0,0,,,,
0.84,0.001390678,0.003035809,0.003627956,,,,0,0,0,,,,
0.845,0.00153919,0.003387396,0.004091637,,,,0,0,0,,,,
0.85,0.001681158,0.003723518,0.004540497,,,,0.370258448,0.820068238,1,,,,
0.855,0.001815954,0.004043022,0.004972203,,,,0.365221201,0.813124943,1,,,,
0.86,0.001943084,0.004344537,0.005384048,,,,0.36089651,0.80692757,1,,,,
0.865,0.00206214,0.004627188,0.005773774,,,,0.357156309,0.80141488,1,,,,
0.87,0.00217264,0.004890153,0.006139156,,,,0.35389878,0.796551355,1,,,,
0.875,0.002274193,0.005132222,0.006477899,,,,0.351069548,0.792266496,1,,,,
0.88,0.002366515,0.005352718,0.006787859,,,,0.348639309,0.788572313,1,,,,
0.885,0.002449172,0.005551148,0.007067298,,,,0.346550056,0.785469745,1,,,,
0.89,0.002521986,0.005726636,0.007314307,,,,0.34480183,0.782936237,1,,,,
0.895,0.002584767,0.005878654,0.007526982,,,,0.343400188,0.781010856,1,,,,
0.9,0.002637146,0.006007015,0.00770414,,,,0.342302378,0.779712592,1,,,,
0.905,0.002679076,0.006111153,0.007844383,,,,0.341527976,0.779048286,1,,,,
0.91,0.00271045,0.006190812,0.007946348,,,,0.341093757,0.77907643,1,,,,
0.915,0.002731141,0.006245938,0.008009301,,,,0.340996127,0.779835533,1,,,,
0.92,0.002741146,0.006276423,0.008032469,,,,0.341258251,0.781381512,1,,,,
0.925,0.002740511,0.006282217,0.008015105,,,,0.34191825,0.783797193,1,,,,
0.93,0.002729256,0.006263613,0.007957008,,,,0.343000291,0.787181911,1,,,,
0.935,0.002707473,0.006220715,0.007858073,,,,0.344546736,0.79163366,1,,,,
0.94,0.002675382,0.006153879,0.007718309,,,,0.346627983,0.797309241,1,,,,
0.945,0.002633144,0.006063411,0.007537891,,,,0.349321045,0.804390873,1,,,,
0.95,0.002580892,0.005949942,0.007317683,,,,0.352692477,0.813091006,1,,,,
0.955,0.00251899,0.005813987,0.007058119,,,,0.356892482,0.8237303,1,,,,
0.96,0.002447732,0.005656164,0.006760191,,,,0.362080354,0.836687099,1,,,,
0.965,0.002367394,0.005477329,0.006425209,,,,0.368453957,0.852474739,1,,,,
0.97,0.002278425,0.005278303,0.006054372,,,,0.37632729,0.871816762,1,,,,
0.975,0.00218125,0.005059925,0.005649366,,,,0.38610528,0.895662416,1,,,,
0.98,0.002076242,0.004823222,0.005211895,,,,0.398366156,0.92542577,1,,,,
0.985,0.001964005,0.004569333,0.004744022,,,,0.413995793,0.963176943,1,,,,
0.99,0.001844919,0.004299334,0.004247795,,,,0,0,0,,,,
0.995,0.001719627,0.004014354,0.003725482,,,,0,0,0,,,,
1,0.001588567,0.003715847,0.003179731,,,,0,0,0,,,,
1.005,0.001452457,0.003405003,0.002612903,,,,0,0,0,,,,
1.01,0.001311865,0.003083167,0.002027905,,,,0,0,0,,,,
1.015,0.001167456,0.002751862,0.00142754,,,,0,0,0,,,,
1.02,0.001019781,0.002412555,0.000814733,,,,0,0,0,,,,
1.025,0.000869666,0.002066614,0.00019257,,,,0,0,0,,,,
1.03,0.000717631,0.001715742,-0.000435881,,,,0,0,0,,,,
1.035,0.00056439,0.001361498,-0.001067347,,,,0,0,0,,,,
1.04,0.000410764,0.001005323,-0.001698792,,,,0,0,0,,,,
1.045,0.000257286,0.000648941,-0.002326893,,,,0,0,0,,,,
1.05,0.000104669,0.000294,-0.002948356,,,,0,0,0,,,,
1.055,-4.63E-05,-5.80E-05,-0.003560242,,,,0,0,0,,,,
1.06,-0.000194942,-0.000405422,-0.004159085,,,,0,0,0,,,,
1.065,-0.00034073,-0.000746573,-0.004741977,,,,-0.07185406,-0.157439159,-1,,,,
1.07,-0.000482829,-0.001079992,-0.005305802,,,,-0.091000149,-0.203549176,-1,,,,
1.075,-0.000620698,-0.001404066,-0.0058476,,,,-0.106145785,-0.240109736,-1,,,,
1.08,-0.000753668,-0.001717232,-0.006364494,,,,-0.118417536,-0.269814372,-1,,,,
1.085,-0.000881092,-0.002018058,-0.006853766,,,,-0.128555868,-0.294445074,-1,,,,
1.09,-0.001002449,-0.002305173,-0.007312942,,,,-0.137078692,-0.315218322,-1,,,,
1.095,-0.001117175,-0.002577035,-0.007739316,,,,-0.144350557,-0.332979705,-1,,,,
1.1,-0.001224657,-0.002832366,-0.008130755,,,,-0.150620373,-0.348352109,-1,,,,
1.105,-0.00132447,-0.003070093,-0.008485302,,,,-0.156089853,-0.361813071,-1,,,,
1.11,-0.001416087,-0.003288806,-0.008800712,,,,-0.160905914,-0.373697762,-1,,,,
1.115,-0.001499139,-0.003487423,-0.009075503,,,,-0.165185257,-0.384267777,-1,,,,
1.12,-0.001573224,-0.00366511,-0.009308155,,,,-0.169015696,-0.39375253,-1,,,,
1.125,-0.001637932,-0.003820722,-0.009497297,,,,-0.172463012,-0.402295766,-1,,,,
1.13,-0.001693027,-0.003953431,-0.009641874,,,,-0.175591066,-0.41002726,-1,,,,
1.135,-0.00173825,-0.00406273,-0.009741159,,,,-0.178443863,-0.417068432,-1,,,,
1.14,-0.001773338,-0.004147824,-0.009794538,,,,-0.181053756,-0.42348342,-1,,,,
1.145,-0.001798188,-0.004208054,-0.009801419,,,,-0.183462027,-0.429331108,-1,,,,
1.15,-0.00181259,-0.004243384,-0.009762104,,,,-0.185676198,-0.434679206,-1,,,,
1.155,-0.001816516,-0.004253305,-0.00967651,,,,-0.187724266,-0.439549506,-1,,,,
1.16,-0.001810035,-0.004237582,-0.009544907,,,,-0.189633607,-0.443962627,-1,,,,
1.165,-0.001793052,-0.004196374,-0.009368207,,,,-0.191397563,-0.447937767,-1,,,,
1.17,-0.001765663,-0.004129769,-0.009147138,,,,-0.193029017,-0.451482099,-1,,,,
1.175,-0.001728072,-0.004037743,-0.008882651,,,,-0.194544609,-0.454565084,-1,,,,
1.18,-0.00168045,-0.003920915,-0.008576321,,,,-0.195940621,-0.457179153,-1,,,,
1.185,-0.001622997,-0.003779752,-0.008229613,,,,-0.197214204,-0.459286753,-1,,,,
1.19,-0.001556065,-0.003614602,-0.007844137,,,,-0.198372984,-0.460803066,-1,,,,
1.195,-0.001479913,-0.003426342,-0.00742202,,,,-0.199394949,-0.461645442,-1,,,,
1.2,-0.001394898,-0.003215947,-0.006965477,,,,-0.200258792,-0.461697943,-1,,,,
1.205,-0.001301629,-0.002984166,-0.006476638,,,,-0.200972979,-0.460758457,-1,,,,
1.21,-0.001200413,-0.002732128,-0.005958092,,,,-0.201476081,-0.458557532,-1,,,,
1.215,-0.001091812,-0.002461176,-0.005412638,,,,-0.201715287,-0.454709099,-1,,,,
1.22,-0.000976399,-0.002172503,-0.004842789,,,,-0.201619064,-0.448605704,-1,,,,
1.225,-0.000854774,-0.001867445,-0.00425163,,,,0,0,0,,,,
1.23,-0.00072757,-0.001547683,-0.003642208,,,,0,0,0,,,,
1.235,-0.000595423,-0.001214782,-0.003017551,,,,0,0,0,,,,
1.24,-0.0004589,-0.000870182,-0.002380805,,,,0,0,0,,,,
1.245,-0.000318921,-0.000515813,-0.001735286,,,,0,0,0,,,,
1.25,-0.000176127,-0.000153667,-0.001084317,,,,0,0,0,,,,
1.255,-3.12E-05,0.000214671,-0.000431039,,,,0,0,0,,,,
1.26,0.000114892,0.000587279,0.00022124,,,,0,0,0,,,,
1.265,0.000261549,0.000961891,0.000869097,,,,0,0,0,,,,
1.27,0.000407967,0.001336784,0.001509398,,,,0,0,0,,,,
1.275,0.000553313,0.001710043,0.002138986,,,,0,0,0,,,,
1.28,0.000696832,0.002079356,0.002754617,,,,0,0,0,,,,
1.285,0.000837817,0.002442901,0.003353278,,,,0,0,0,,,,
1.29,0.00097538,0.002798827,0.003932213,,,,0,0,0,,,,
1.295,0.001108815,0.003144878,0.004488446,,,,0.24703753,0.700660811,1,,,,
1.3,0.001237378,0.003479157,0.005019179,,,,0.246530007,0.693172432,1,,,,
1.305,0.001360346,0.003800025,0.005522264,,,,0.246338432,0.6881282,1,,,,
1.31,0.001477051,0.004105507,0.005994979,,,,0.246381368,0.684824315,1,,,,
1.315,0.001586935,0.00439371,0.006435118,,,,0.246605452,0.682770642,1,,,,
1.32,0.001689297,0.004663197,0.006840809,,,,0.246944047,0.681673383,1,,,,
1.325,0.001783522,0.00491231,0.00721015,,,,0.24736268,0.68130477,1,,,,
1.33,0.001869135,0.005139376,0.007541444,,,,0.24784843,0.681484262,1,,,,
1.335,0.001945627,0.005343188,0.007833331,,,,0.24837804,0.682109276,1,,,,
1.34,0.002012424,0.005522568,0.008084648,,,,0.248919155,0.683093185,1,,,,
1.345,0.002069199,0.005676038,0.008294267,,,,0.249473344,0.684332705,1,,,,
1.35,0.002115663,0.005802776,0.00846141,,,,0.250036688,0.685793115,1,,,,
1.355,0.002151433,0.005902098,0.008585741,,,,0.250582105,0.68743025,1,,,,
1.36,0.002176338,0.00597298,0.008666636,,,,0.251116853,0.689192427,1,,,,
1.365,0.00219017,0.006014759,0.008704089,,,,0.251625362,0.691026774,1,,,,
1.37,0.002192737,0.006027399,0.008698364,,,,0.252086193,0.692934771,1,,,,
1.375,0.002183947,0.006010281,0.008649683,,,,0.252488655,0.694855691,1,,,,
1.38,0.002163898,0.005963187,0.008558633,,,,0.25283223,0.696745243,1,,,,
1.385,0.002132538,0.005886458,0.008426011,,,,0.253089818,0.698605474,1,,,,
1.39,0.002089995,0.005780148,0.008252889,,,,0.253244062,0.700378743,1,,,,
1.395,0.00203654,0.005644403,0.008040257,,,,0.253292877,0.702017749,1,,,,
1.4,0.001972311,0.005479999,0.007789648,,,,0.253196404,0.703497664,1,,,,
1.405,0.001897552,0.005287623,0.007502679,,,,0.252916577,0.704764708,1,,,,
1.41,0.001812757,0.005067765,0.007180872,,,,0.252442439,0.705731191,1,,,,
1.415,0.001718124,0.004821568,0.006826311,,,,0.251691451,0.706321206,1,,,,
1.42,0.001614062,0.004550235,0.00644107,,,,0.250589117,0.706440952,1,,,,
1.425,0.001501287,0.00425479,0.006027256,,,,0.24908293,0.705924791,1,,,,
1.43,0.001380215,0.003936656,0.005587116,,,,0.247035311,0.704595329,1,,,,
1.435,0.001251365,0.003597549,0.005123238,,,,0.244252727,0.702202207,1,,,,
1.44,0.001115432,0.003238855,0.004638067,,,,0.240495067,0.69831995,1,,,,
1.445,0.000973195,0.002862236,0.00413411,,,,0,0,0,,,,
1.45,0.000825107,0.002469771,0.003614255,,,,0,0,0,,,,
1.455,0.000672053,0.002063164,0.003081204,,,,0,0,0,,,,
1.46,0.000514748,0.001644254,0.002537526,,,,0,0,0,,,,
1.465,0.000353866,0.001215351,0.001986236,,,,0,0,0,,,,
1.47,0.000190339,0.000778512,0.001430137,,,,0,0,0,,,,
1.475,2.50E-05,0.000335706,0.000871839,,,,0,0,0,,,,
1.48,-0.000141466,-0.000110772,0.000314199,,,,0,0,0,,,,
1.485,-0.000308147,-0.000558632,-0.000239885,,,,0,0,0,,,,
1.49,-0.000474164,-0.001005923,-0.000787872,,,,0,0,0,,,,
1.495,-0.000638937,-0.001450341,-0.001327174,,,,0,0,0,,,,
1.5,-0.000801468,-0.001889562,-0.001854915,,,,0,0,0,,,,
1.505,-0.00096107,-0.002321629,-0.002368957,,,,0,0,0,,,,
1.51,-0.00111689,-0.002744471,-0.002866862,,,,0,0,0,,,,
1.515,-0.001268228,-0.003155774,-0.003346175,,,,0,0,0,,,,
1.52,-0.001414218,-0.003553794,-0.003804932,,,,0,0,0,,,,
1.525,-0.001554255,-0.003936545,-0.004241096,,,,0,0,0,,,,
1.53,-0.00168769,-0.004302128,-0.0046527,,,,-0.362733507,-0.924652011,-1,,,,
1.535,-0.001813852,-0.004648952,-0.005038001,,,,-0.360034112,-0.922776949,-1,,,,
1.54,-0.001932194,-0.00497533,-0.005395472,,,,-0.358113982,-0.922130485,-1,,,,
1.545,-0.002042122,-0.005279674,-0.005723573,,,,-0.356791401,-0.922443653,-1,,,,
1.55,-0.002143087,-0.005560693,-0.006021048,,,,-0.355932596,-0.923542479,-1,,,,
1.555,-0.002234623,-0.00581715,-0.006286973,,,,-0.355437004,-0.92527045,-1,,,,
1.56,-0.002316383,-0.006047743,-0.006520151,,,,-0.355265244,-0.927546449,-1,,,,
1.565,-0.002387909,-0.006251575,-0.006719919,,,,-0.355347862,-0.930305104,-1,,,,
1.57,-0.002448993,-0.006427849,-0.006885825,,,,-0.355657184,-0.933490137,-1,,,,
1.575,-0.002499314,-0.006575731,-0.007017158,,,,-0.356171803,-0.937093289,-1,,,,
1.58,-0.00253878,-0.006694778,-0.007113827,,,,-0.35687969,-0.941093807,-1,,,,
1.585,-0.002567138,-0.006784583,-0.007175762,,,,-0.357751225,-0.945486063,-1,,,,
1.59,-0.002584324,-0.006844878,-0.007202921,,,,-0.358788285,-0.950292053,-1,,,,
1.595,-0.002590325,-0.006875418,-0.007195605,,,,-0.359987186,-0.955502424,-1,,,,
1.6,-0.00258507,-0.006876501,-0.00715426,,,,-0.361332925,-0.96117576,-1,,,,
1.605,-0.002568752,-0.00684823,-0.00707947,,,,-0.362845184,-0.967336478,-1,,,,
1.61,-0.002541467,-0.006790915,-0.006971665,,,,-0.364542403,-0.974073649,-1,,,,
1.615,-0.00250335,-0.006705114,-0.006832002,,,,-0.366415245,-0.981427459,-1,,,,
1.62,-0.002454701,-0.006591629,-0.006661364,,,,-0.368498307,-0.989531433,-1,,,,
1.625,-0.00239576,-0.006450936,-0.006460712,,,,-0.37081981,-0.998486884,-1,,,,
1.63,-0.002326931,-0.006284094,-0.006231458,,,,-0.373416744,-1.008446892,-1,,,,
1.635,-0.002248537,-0.006092211,-0.005974934,,,,-0.376328274,-1.019628087,-1,,,,
1.64,-0.00216092,-0.005876262,-0.005692463,,,,-0.379610801,-1.032288115,-1,,,,
1.645,-0.0020647,-0.005637506,-0.005385646,,,,-0.383370839,-1.046764876,-1,,,,
