time,L1AccX_filtered,L2AccX_filtered,L3AccX_filtered,,,, ,,,,,,
9.055,0.002904593,0.006584606,0.009650074,,,,,,,,,,
9.06,0.002942282,0.006658674,0.009791093,,,,,,,,,,
9.065,0.002966629,0.006704839,0.009890332,,,,,,,,,,
9.07,0.002977622,0.006722779,0.009947257,,,,,,,,,,
9.075,0.002975155,0.006712465,0.009961526,,,,,,,,,,
9.08,0.002959188,0.006674014,0.009933008,,,,,,,,,,
9.085,0.002929814,0.006607614,0.009861774,,,,,,,,,,
9.09,0.002887179,0.006513468,0.00974804,,,,,,,,,,
9.095,0.002831344,0.006391871,0.009592093,,,,,,,,,,
9.1,0.002762507,0.006243386,0.009394595,,,,,,,,,,
9.105,0.002680982,0.00606851,0.009156365,,,,,,,,,,
9.11,0.002587061,0.005867864,0.008878211,,,,,,,,,,
9.115,0.002481202,0.005642272,0.008561177,,,,,,,,,,
9.12,0.002363877,0.005392639,0.008206581,,,,,,,,,,
9.125,0.002235594,0.005119739,0.007815605,,,,,,,,,,
9.13,0.002096917,0.004824808,0.007389928,,,,,,,,,,
9.135,0.001948348,0.004509037,0.006931323,,,,,,,,,,
9.14,0.001790504,0.004173429,0.006441493,,,,,,,,,,
9.145,0.001623954,0.003819408,0.005922345,,,,,,,,,,
9.15,0.00144948,0.003448392,0.005376195,,,,,,,,,,
9.155,0.001267719,0.003061748,0.00480504,,,,,,,,,,
9.16,0.001079599,0.002661012,0.00421128,,,,,,,,,,
9.165,0.000885855,0.002247831,0.003597299,,,,,,,,,,
9.17,0.000687404,0.001823699,0.002965514,,,,,,,,,,
9.175,0.000484925,0.001390283,0.002318634,,,,,,,,,,
9.18,0.000279384,0.000949411,0.001659494,,,,,,,,,,
9.185,7.17E-05,0.000502643,0.000990627,,,,,,,,,,
9.19,-0.000137377,5.17E-05,0.000314948,,,,,,,,,,
9.195,-0.000346772,-0.00040144,-0.000364631,,,,,,,,,,
9.2,-0.000555612,-0.000855,-0.001045384,,,,,,,,,,
9.205,-0.000762964,-0.001307251,-0.001724371,,,,,,,,,,
9.21,-0.000967978,-0.001756163,-0.002398574,,,,,,,,,,
9.215,-0.001169714,-0.002200026,-0.003065352,,,,,,,,,,
9.22,-0.001367415,-0.002637009,-0.003721645,,,,,,,,,,
9.225,-0.001560232,-0.003065284,-0.004364531,,,,,,,,,,
9.23,-0.001747213,-0.003483014,-0.004991274,,,,,,,,,,
9.235,-0.001927585,-0.003888451,-0.005599194,,,,,,,,,,
9.24,-0.002100584,-0.004279931,-0.006185455,,,,,,,,,,
9.245,-0.002265311,-0.004655608,-0.006747518,,,,,,,,,,
9.25,-0.002421055,-0.005013956,-0.007282772,,,,,,,,,,
9.255,-0.002567147,-0.005353467,-0.007788741,,,,,,,,,,
9.26,-0.002702855,-0.005672618,-0.008263073,,,,,,,,,,
9.265,-0.002827637,-0.005969909,-0.008703621,,,,,,,,,,
9.27,-0.002940928,-0.006244161,-0.009108194,,,,,,,,,,
9.275,-0.003042041,-0.006493846,-0.009474902,,,,,,,,,,
9.28,-0.003130664,-0.006717769,-0.009801928,,,,,,,,,,
9.285,-0.0032062,-0.00691503,-0.010087706,,,,,,,,,,
9.29,-0.003268413,-0.0070844,-0.010330635,,,,,,,,,,
9.295,-0.003316942,-0.007224938,-0.010529438,,,,,,,,,,
9.3,-0.003351603,-0.00733608,-0.01068294,,,,,,,,,,
9.305,-0.003372146,-0.007416929,-0.010790189,,,,,,,,,,
9.31,-0.003378529,-0.007466858,-0.010850514,,,,,,,,,,
9.315,-0.003370568,-0.007485673,-0.010863366,,,,,,,,,,
9.32,-0.003348183,-0.007472888,-0.01082831,,,,,,,,,,
9.325,-0.003311356,-0.007428197,-0.010745205,,,,,,,,,,
9.33,-0.003260311,-0.007351827,-0.010614235,,,,,,,,,,
9.335,-0.003195092,-0.007243752,-0.01043552,,,,,,,,,,
9.34,-0.003116,-0.00710402,-0.010209516,,,,,,,,,,
9.345,-0.003023304,-0.006933149,-0.009936997,,,,,,,,,,
9.35,-0.002917325,-0.006731618,-0.009618758,,,,,,,,,,
9.355,-0.002798487,-0.006499854,-0.009256014,,,,,,,,,,
9.36,-0.002667238,-0.006238684,-0.008850147,,,,,,,,,,
9.365,-0.002524009,-0.005949061,-0.008402619,,,,,,,,,,
9.37,-0.002369476,-0.005631747,-0.007915132,,,,,,,,,,
9.375,-0.002204304,-0.005287989,-0.007389607,,,,,,,,,,
9.38,-0.002029093,-0.004919178,-0.006828219,,,,,,,,,,
9.385,-0.001844557,-0.004526512,-0.00623313,,,,,,,,,,
9.39,-0.001651425,-0.00411153,-0.005606726,,,,,,,,,,
9.395,-0.001450514,-0.003675953,-0.004951679,,,,,,,,,,
9.4,-0.001242526,-0.003221373,-0.004270751,,,,,,,,,,
9.405,-0.001028415,-0.002749637,-0.003566808,,,,,,,,,,
9.41,-0.000809037,-0.002262706,-0.002842773,,,,,,,,,,
9.415,-0.000585272,-0.001762532,-0.002101867,,,,,,,,,,
9.42,-0.000358103,-0.001251211,-0.001347188,,,,,,,,,,
9.425,-0.000128566,-0.000730899,-0.000582077,,,,,,,,,,
9.43,0.000102499,-0.000203801,0.000189994,,,,,,,,,,
9.435,0.000334086,0.000327934,0.00096565,,,,,,,,,,
9.44,0.000565064,0.000862003,0.001741518,,,,,,,,,,
9.445,0.000794587,0.001396029,0.002513955,,,,,,,,,,
9.45,0.001021585,0.001927696,0.003279449,,,,,,,,,,
9.455,0.00124502,0.002454585,0.004034652,,,,,,,,,,
9.46,0.00146399,0.002974354,0.004775996,,,,,,,,,,
9.465,0.001677586,0.003484573,0.005500044,,,,,,,,,,
9.47,0.001884743,0.003982967,0.006203426,,,,,,,,,,
9.475,0.002084686,0.004467177,0.006882804,,,,,,,,,,
9.48,0.002276527,0.004934894,0.007534903,,,,,,,,,,
9.485,0.002459355,0.005383921,0.008156696,,,,,,,,,,
9.49,0.002632377,0.005812112,0.008745181,,,,,,,,,,
9.495,0.002794784,0.006217335,0.009297441,,,,,,,,,,
9.5,0.002945705,0.006597531,0.009810728,,,,,,,,,,
9.505,0.003084597,0.006950981,0.010282488,,,,,,,,,,
9.51,0.003210773,0.007275843,0.010710369,,,,,,,,,,
9.515,0.003323543,0.007570359,0.011092051,,,,,,,,,,
9.52,0.003422443,0.007833077,0.011425514,,,,,,,,,,
9.525,0.003507029,0.008062518,0.011709067,,,,,,,,,,
9.53,0.00357676,0.008257306,0.011941033,,,,,,,,,,
9.535,0.003631364,0.008416445,0.012120173,,,,,,,,,,
9.54,0.003670427,0.008538837,0.012245365,,,,,,,,,,
9.545,0.003693847,0.00862359,0.012315647,,,,,,,,,,
9.55,0.00370151,0.008670226,0.012330414,,,,,,,,,,
9.555,0.00369325,0.008678176,0.012289411,,,,,,,,,,
9.56,0.003669094,0.00864705,0.012192371,,,,,,,,,,
9.565,0.003629093,0.00857678,0.012039444,,,,,,,,,,
9.57,0.003573244,0.00846749,0.011831173,,,,,,,,,,
9.575,0.003501742,0.008319203,0.011568116,,,,,,,,,,
9.58,0.003414868,0.008132484,0.011251137,,,,,,,,,,
9.585,0.003312848,0.00790801,0.010881572,,,,,,,,,,
9.59,0.003196199,0.007646363,0.01046065,,,,,,,,,,
9.595,0.003065328,0.007348608,0.009990007,,,,,,,,,,
9.6,0.002920757,0.007015987,0.009471706,,,,,,,,,,
9.605,0.002763112,0.006649654,0.008907864,,,,,,,,,,
9.61,0.002592887,0.006250991,0.008300703,,,,,,,,,,
9.615,0.00241077,0.005821749,0.007652979,,,,,,,,,,
9.62,0.002217674,0.005363613,0.006967477,,,,,,,,,,
9.625,0.002014363,0.004878509,0.006246941,,,,,,,,,,
9.63,0.001801675,0.004368567,0.005494639,,,,,,,,,,
9.635,0.00158056,0.003835977,0.004713915,,,,,,,,,,
9.64,0.001351982,0.003283024,0.003907977,,,,,,,,,,
9.645,0.00111684,0.002712203,0.003080578,,,,,,,,,,
9.65,0.000876084,0.002126036,0.002235438,,,,,,,,,,
9.655,0.000630696,0.001527046,0.001376302,,,,,,,,,,
9.66,0.000381866,0.000917969,0.000506943,,,,,,,,,,
9.665,0.000130602,0.000301727,-0.000368538,,,,,,,,,,
9.67,-0.000121962,-0.000319115,-0.001246401,,,,,,,,,,
9.675,-0.000374639,-0.000941556,-0.002122586,,,,,,,,,,
9.68,-0.000626362,-0.001562667,-0.002993028,,,,,,,,,,
9.685,-0.000876013,-0.002179776,-0.00385379,,,,,,,,,,
9.69,-0.001122475,-0.002790022,-0.004700928,,,,,,,,,,
9.695,-0.001364767,-0.003390412,-0.005530452,,,,,,,,,,
9.7,-0.001601601,-0.003978296,-0.00633847,,,,,,,,,,
9.705,-0.001832014,-0.004550781,-0.007121377,,,,,,,,,,
9.71,-0.002054946,-0.005105164,-0.007875526,,,,,,,,,,
9.715,-0.002269294,-0.005638799,-0.008597311,,,,,,,,,,
9.72,-0.002474078,-0.006149088,-0.009283475,,,,,,,,,,
9.725,-0.002668499,-0.006633582,-0.009930683,,,,,,,,,,
9.73,-0.002851618,-0.007090087,-0.010535895,,,,,,,,,,
9.735,-0.003022662,-0.007516152,-0.0110963,,,,,,,,,,
9.74,-0.003180716,-0.007909805,-0.011609101,,,,,,,,,,
9.745,-0.003325063,-0.008269049,-0.012071924,,,,,,,,,,
9.75,-0.003455029,-0.008592075,-0.012482533,,,,,,,,,,
9.755,-0.003569838,-0.008877249,-0.012838887,,,,,,,,,,
9.76,-0.003668986,-0.009123163,-0.01313922,,,,,,,,,,
9.765,-0.003751985,-0.00932854,-0.013382009,,,,,,,,,,
9.77,-0.003818466,-0.009492291,-0.013565943,,,,,,,,,,
9.775,-0.003868089,-0.009613548,-0.013690057,,,,,,,,,,
9.78,-0.003900507,-0.009691596,-0.013753689,,,,,,,,,,
9.785,-0.003915496,-0.009725855,-0.013756407,,,,,,,,,,
9.79,-0.003912951,-0.009716017,-0.013697927,,,,,,,,,,
9.795,-0.003892762,-0.009662034,-0.013578566,,,,,,,,,,
9.8,-0.003855006,-0.009563981,-0.013398586,,,,,,,,,,
9.805,-0.003799916,-0.009422109,-0.013158644,,,,,,,,,,
9.81,-0.003727567,-0.009237108,-0.012859631,,,,,,,,,,
9.815,-0.003638336,-0.009009499,-0.012502888,,,,,,,,,,
9.82,-0.003532511,-0.008740355,-0.012089741,,,,,,,,,,
9.825,-0.003410476,-0.008430777,-0.011622007,,,,,,,,,,
9.83,-0.003272598,-0.008082051,-0.011101729,,,,,,,,,,
9.835,-0.003119553,-0.007695598,-0.010531026,,,,,,,,,,
9.84,-0.002951887,-0.007273244,-0.009912289,,,,,,,,,,
9.845,-0.002770393,-0.006816804,-0.009248331,,,,,,,,,,
9.85,-0.002575944,-0.006328226,-0.008541835,,,,,,,,,,
9.855,-0.002369163,-0.005809795,-0.007795871,,,,,,,,,,
9.86,-0.002151088,-0.005263689,-0.007013799,,,,,,,,,,
9.865,-0.001922577,-0.004692363,-0.006198966,,,,,,,,,,
9.87,-0.001684657,-0.00409833,-0.005354933,,,,,,,,,,
9.875,-0.001438287,-0.003484302,-0.004485469,,,,,,,,,,
9.88,-0.001184683,-0.002852917,-0.003594324,,,,,,,,,,
9.885,-0.000924908,-0.002207134,-0.002685358,,,,,,,,,,
9.89,-0.00066018,-0.001549875,-0.001762521,,,,,,,,,,
9.895,-0.000391658,-0.000884083,-0.000829945,,,,,,,,,,
9.9,-0.000120412,-0.000212834,0.000108407,,,,,,,,,,
9.905,0.000152214,0.000460965,0.001048259,,,,,,,,,,
9.91,0.000425179,0.001134196,0.001985653,,,,,,,,,,
9.915,0.000697128,0.001803818,0.002916306,,,,,,,,,,
9.92,0.000966872,0.002466725,0.003836229,,,,,,,,,,
9.925,0.001233173,0.003119959,0.004741394,,,,,,,,,,
9.93,0.001494777,0.00376049,0.005627818,,,,,,,,,,
9.935,0.001750524,0.004385495,0.006491585,,,,,,,,,,
9.94,0.001999157,0.004992119,0.007328945,,,,,,,,,,
9.945,0.002239696,0.005577609,0.008136073,,,,,,,,,,
9.95,0.00247084,0.006139377,0.008909506,,,,,,,,,,
9.955,0.002691739,0.006674866,0.00964589,,,,,,,,,,
9.96,0.002901179,0.007181621,0.010341967,,,,,,,,,,
9.965,0.003098247,0.00765722,0.010994572,,,,,,,,,,
9.97,0.003281931,0.00809959,0.011601039,,,,,,,,,,
9.975,0.003451542,0.008506809,0.012158604,,,,,,,,,,
9.98,0.003606168,0.008876934,0.012664716,,,,,,,,,,
9.985,0.003745054,0.009208257,0.013117301,,,,,,,,,,
9.99,0.003867703,0.009499416,0.013514234,,,,,,,,,,
9.995,0.003973386,0.009748927,0.013853774,,,,,,,,,,
10,0.004061633,0.009955747,0.014134549,,,,,,,,,,
10.005,0.004131826,0.010118994,0.014355236,,,,,,,,,,
10.01,0.004183759,0.010237779,0.014514787,,,,,,,,,,
10.015,0.004217036,0.010311673,0.014612523,,,,,,,,,,
10.02,0.004231518,0.010340439,0.014648037,,,,,,,,,,
10.025,0.004227035,0.010323805,0.014621029,,,,,,,,,,
10.03,0.004203641,0.010261884,0.014531536,,,,,,,,,,
10.035,0.004161365,0.010155005,0.014380113,,,,,,,,,,
10.04,0.004100238,0.010003542,0.014167198,,,,,,,,,,
10.045,0.004020572,0.009808179,0.013893752,,,,,,,,,,
10.05,0.003922627,0.009569826,0.013560985,,,,,,,,,,
10.055,0.003806888,0.00928946,0.013170247,,,,,,,,,,
10.06,0.003673699,0.008968386,0.012723115,,,,,,,,,,
10.065,0.00352383,0.00860797,0.012221567,,,,,,,,,,
10.07,0.003357692,0.008209906,0.011667692,,,,,,,,,,
10.075,0.003176108,0.007775938,0.011063785,,,,,,,,,,
10.08,0.002979772,0.007307908,0.010412472,,,,,,,,,,
10.085,0.002769456,0.006807943,0.009716489,,,,,,,,,,
10.09,0.002546155,0.00627826,0.008978767,,,,,,,,,,
10.095,0.002310812,0.005721215,0.008202489,,,,,,,,,,
10.1,0.002064484,0.005139183,0.007390871,,,,,,,,,,
10.105,0.001808139,0.00453485,0.006547368,,,,,,,,,,
10.11,0.001543062,0.003910816,0.005675614,,,,,,,,,,
10.115,0.001270287,0.003269817,0.004779186,,,,,,,,,,
10.12,0.000991002,0.002614589,0.003862094,,,,,,,,,,
10.125,0.000706467,0.001948102,0.002928103,,,,,,,,,,
10.13,0.000418022,0.001273127,0.001981159,,,,,,,,,,
10.135,0.000126779,0.000592661,0.00102529,,,,,,,,,,
10.14,-0.000165845,-9.03E-05,6.46E-05,,,,,,,,,,
10.145,-0.000458493,-0.000772731,-0.000896922,,,,,,,,,,
10.15,-0.000750107,-0.001451823,-0.001855216,,,,,,,,,,
10.155,-0.001039213,-0.002124539,-0.002806117,,,,,,,,,,
10.16,-0.001324628,-0.002787975,-0.003745679,,,,,,,,,,
10.165,-0.001605151,-0.003439305,-0.004669866,,,,,,,,,,
10.17,-0.001879417,-0.004075717,-0.005574777,,,,,,,,,,
10.175,-0.002146299,-0.004694461,-0.006456658,,,,,,,,,,
10.18,-0.00240457,-0.005292858,-0.007311759,,,,,,,,,,
10.185,-0.002653048,-0.005868442,-0.008136405,,,,,,,,,,
10.19,-0.002890583,-0.006418653,-0.008927181,,,,,,,,,,
10.195,-0.003116298,-0.006941261,-0.009680644,,,,,,,,,,
10.2,-0.00332902,-0.007434093,-0.010393686,,,,,,,,,,
10.205,-0.003527866,-0.007894991,-0.011063202,,,,,,,,,,
10.21,-0.003711968,-0.008322018,-0.011686379,,,,,,,,,,
10.215,-0.003880518,-0.008713406,-0.01226061,,,,,,,,,,
10.22,-0.004032626,-0.009067597,-0.012783576,,,,,,,,,,
10.225,-0.004167718,-0.009382923,-0.013252917,,,,,,,,,,
10.23,-0.004285203,-0.009658242,-0.013666718,,,,,,,,,,
10.235,-0.004384534,-0.009892454,-0.014023332,,,,,,,,,,
10.24,-0.004465297,-0.010084598,-0.014321087,,,,,,,,,,
10.245,-0.004527174,-0.010233711,-0.014558781,,,,,,,,,,
10.25,-0.004569837,-0.01033957,-0.01473552,,,,,,,,,,
10.255,-0.004593041,-0.01040163,-0.014850467,,,,,,,,,,
10.26,-0.004596722,-0.010419531,-0.014903144,,,,,,,,,,
10.265,-0.004580796,-0.010393513,-0.014893411,,,,,,,,,,
10.27,-0.004545286,-0.010323784,-0.014821324,,,,,,,,,,
10.275,-0.004490497,-0.01021047,-0.014687087,,,,,,,,,,
10.28,-0.004416539,-0.01005434,-0.014491377,,,,,,,,,,
10.285,-0.004323753,-0.009856222,-0.01423502,,,,,,,,,,
10.29,-0.004212626,-0.009616726,-0.013919047,,,,,,,,,,
10.295,-0.004083502,-0.009337134,-0.013544884,,,,,,,,,,
10.3,-0.003936953,-0.009018753,-0.013114203,,,,,,,,,,
10.305,-0.003773674,-0.008662852,-0.012628703,,,,,,,,,,
10.31,-0.003594325,-0.008270933,-0.012090478,,,,,,,,,,
10.315,-0.003399745,-0.007844974,-0.011501936,,,,,,,,,,
10.32,-0.003190766,-0.007386732,-0.010865476,,,,,,,,,,
10.325,-0.002968234,-0.006898083,-0.010183778,,,,,,,,,,
10.33,-0.002733196,-0.006381333,-0.009459816,,,,,,,,,,
10.335,-0.002486511,-0.005838719,-0.008696657,,,,,,,,,,
10.34,-0.002229296,-0.005272399,-0.007897527,,,,,,,,,,
10.345,-0.001962605,-0.004684912,-0.007065851,,,,,,,,,,
10.35,-0.001687625,-0.004078938,-0.006205169,,,,,,,,,,
10.355,-0.001405552,-0.003456792,-0.005318992,,,,,,,,,,
10.36,-0.001117543,-0.002821225,-0.004411198,,,,,,,,,,
10.365,-0.000824848,-0.002175173,-0.003485649,,,,,,,,,,
10.37,-0.00052875,-0.001521061,-0.002546209,,,,,,,,,,
10.375,-0.000230433,-0.000861671,-0.001596858,,,,,,,,,,
10.38,6.89E-05,-0.000199946,-0.000641683,,,,,,,,,,
10.385,0.000367795,0.000461417,0.000315214,,,,,,,,,,
10.39,0.00066515,0.001119831,0.001269998,,,,,,,,,,
10.395,0.000959662,0.00177222,0.002218534,,,,,,,,,,
10.4,0.001250107,0.00241597,0.003156729,,,,,,,,,,
10.405,0.001535227,0.00304857,0.004080942,,,,,,,,,,
10.41,0.001813896,0.003667228,0.004987015,,,,,,,,,,
10.415,0.002085028,0.004269344,0.005871118,,,,,,,,,,
10.42,0.002347411,0.00485271,0.006729768,,,,,,,,,,
10.425,0.002600064,0.005414722,0.007559269,,,,,,,,,,
10.43,0.002841865,0.005953043,0.008356026,,,,,,,,,,
10.435,0.003071875,0.006465623,0.009116938,,,,,,,,,,
10.44,0.003289076,0.006950401,0.009838909,,,,,,,,,,
10.445,0.003492687,0.007405277,0.010518583,,,,,,,,,,
10.45,0.003681788,0.007828566,0.011153529,,,,,,,,,,
10.455,0.003855696,0.008218717,0.011741056,,,,,,,,,,
10.46,0.004013768,0.008573992,0.012278532,,,,,,,,,,
10.465,0.004155386,0.00889304,0.012763994,,,,,,,,,,
10.47,0.004279861,0.009174795,0.01319558,,,,,,,,,,
10.475,0.004386822,0.009418,0.013571338,,,,,,,,,,
10.48,0.004475939,0.00962174,0.013889921,,,,,,,,,,
10.485,0.004546712,0.009785496,0.014150171,,,,,,,,,,
10.49,0.004599032,0.009908475,0.014350932,,,,,,,,,,
10.495,0.004632787,0.009990316,0.014491535,,,,,,,,,,
10.5,0.004647819,0.010031036,0.014571682,,,,,,,,,,
10.505,0.004644122,0.010030295,0.014590876,,,,,,,,,,
10.51,0.004621754,0.009988277,0.014549327,,,,,,,,,,
10.515,0.004580828,0.009905422,0.014447466,,,,,,,,,,
10.52,0.004521546,0.00978213,0.014285679,,,,,,,,,,
10.525,0.004444211,0.009618896,0.014064811,,,,,,,,,,
10.53,0.004349224,0.009416743,0.013785994,,,,,,,,,,
10.535,0.004237027,0.009176501,0.013450479,,,,,,,,,,
10.54,0.004108118,0.008899251,0.013059745,,,,,,,,,,
10.545,0.003963073,0.008586356,0.012615776,,,,,,,,,,
10.55,0.003802454,0.008239112,0.012120427,,,,,,,,,,
10.555,0.003627052,0.007859014,0.011575852,,,,,,,,,,
10.56,0.003437598,0.007447798,0.010984695,,,,,,,,,,
10.565,0.003234794,0.007007217,0.010349437,,,,,,,,,,
10.57,0.003019688,0.006539126,0.009672726,,,,,,,,,,
10.575,0.00279314,0.006045598,0.008957672,,,,,,,,,,
10.58,0.002556029,0.005528781,0.008207307,,,,,,,,,,
10.585,0.002309293,0.004990694,0.007424786,,,,,,,,,,
10.59,0.002054074,0.00443371,0.006613592,,,,,,,,,,
10.595,0.00179127,0.003860204,0.005777176,,,,,,,,,,
10.6,0.001522026,0.003272464,0.004918984,,,,,,,,,,
10.605,0.001247482,0.002672897,0.004042759,,,,,,,,,,
10.61,0.000968662,0.002064167,0.003152093,,,,,,,,,,
10.615,0.00068673,0.001448644,0.00225078,,,,,,,,,,
10.62,0.000402952,0.000828829,0.001342567,,,,,,,,,,
10.625,0.00011827,0.00020731,0.000431228,,,,,,,,,,
10.63,-0.000166193,-0.000413465,-0.000479465,,,,,,,,,,
10.635,-0.000449087,-0.00103104,-0.00138566,,,,,,,,,,
10.64,-0.000729509,-0.001642828,-0.002283743,,,,,,,,,,
10.645,-0.0010063,-0.002246366,-0.00317008,,,,,,,,,,
10.65,-0.001278254,-0.002839325,-0.004040926,,,,,,,,,,
10.655,-0.00154441,-0.003419302,-0.004892949,,,,,,,,,,
10.66,-0.001803759,-0.003983995,-0.005722642,,,,,,,,,,
10.665,-0.002055278,-0.004531188,-0.006526526,,,,,,,,,,
10.67,-0.002297983,-0.005058829,-0.007301651,,,,,,,,,,
10.675,-0.002531018,-0.005564784,-0.008044871,,,,,,,,,,
10.68,-0.002753461,-0.006047063,-0.008753172,,,,,,,,,,
10.685,-0.002964449,-0.006503886,-0.0094239,,,,,,,,,,
10.69,-0.003163136,-0.006933452,-0.010054561,,,,,,,,,,
10.695,-0.00334878,-0.007334105,-0.010642538,,,,,,,,,,
10.7,-0.003520731,-0.007704455,-0.011185717,,,,,,,,,,
10.705,-0.003678382,-0.008043174,-0.011682129,,,,,,,,,,
10.71,-0.003821109,-0.008348795,-0.01212967,,,,,,,,,,
10.715,-0.003948457,-0.00862037,-0.012526945,,,,,,,,,,
10.72,-0.004059916,-0.008857004,-0.012872623,,,,,,,,,,
10.725,-0.004155079,-0.009057617,-0.013165264,,,,,,,,,,
10.73,-0.004233629,-0.009221627,-0.013404048,,,,,,,,,,
10.735,-0.00429527,-0.009348579,-0.013588258,,,,,,,,,,
10.74,-0.004339873,-0.009438011,-0.013717311,,,,,,,,,,
10.745,-0.004367335,-0.009489601,-0.01379082,,,,,,,,,,
10.75,-0.004377572,-0.009503457,-0.013808813,,,,,,,,,,
10.755,-0.00437063,-0.009479482,-0.013771365,,,,,,,,,,
10.76,-0.004346492,-0.00941787,-0.013678771,,,,,,,,,,
10.765,-0.004305299,-0.00931903,-0.013531797,,,,,,,,,,
10.77,-0.004247232,-0.009183474,-0.013331121,,,,,,,,,,
10.775,-0.004172544,-0.009011684,-0.013077693,,,,,,,,,,
10.78,-0.004081648,-0.008804511,-0.012772742,,,,,,,,,,
10.785,-0.003974936,-0.008563006,-0.012417722,,,,,,,,,,
10.79,-0.003852753,-0.008288034,-0.012014091,,,,,,,,,,
10.795,-0.003715781,-0.007980711,-0.011563608,,,,,,,,,,
10.8,-0.003564478,-0.007642525,-0.011068355,,,,,,,,,,
10.805,-0.003399383,-0.007274703,-0.010530325,,,,,,,,,,
10.81,-0.003221232,-0.006878566,-0.009951772,,,,,,,,,,
10.815,-0.003030804,-0.006456008,-0.009335245,,,,,,,,,,
10.82,-0.0028288,-0.006008676,-0.008683143,,,,,,,,,,
10.825,-0.002616095,-0.005538141,-0.007998119,,,,,,,,,,
10.83,-0.002393558,-0.005046533,-0.007282905,,,,,,,,,,
10.835,-0.002161986,-0.004535814,-0.006540573,,,,,,,,,,
10.84,-0.001922373,-0.004007754,-0.005773887,,,,,,,,,,
10.845,-0.00167564,-0.00346459,-0.00498601,,,,,,,,,,
10.85,-0.001422609,-0.002908483,-0.004180092,,,,,,,,,,
10.855,-0.001164422,-0.002341408,-0.003359234,,,,,,,,,,
10.86,-0.000902153,-0.001765757,-0.002526625,,,,,,,,,,
10.865,-0.000636729,-0.001183829,-0.001685649,,,,,,,,,,
10.87,-0.000369278,-0.000597706,-0.000839419,,,,,,,,,,
10.875,-0.000100898,-9.71E-06,8.81E-06,,,,,,,,,,
10.88,0.000167451,0.000577836,0.000855606,,,,,,,,,,
10.885,0.000434734,0.001162743,0.001697704,,,,,,,,,,
10.89,0.000699876,0.001742828,0.002532007,,,,,,,,,,
10.895,0.000961842,0.002315715,0.003355225,,,,,,,,,,
10.9,0.001219541,0.002879286,0.004164247,,,,,,,,,,
10.905,0.001472006,0.003431322,0.004956036,,,,,,,,,,
10.91,0.001718175,0.003969706,0.00572753,,,,,,,,,,
10.915,0.001957118,0.00449231,0.006475838,,,,,,,,,,
10.92,0.002187904,0.004997252,0.007198134,,,,,,,,,,
10.925,0.002409705,0.005482508,0.007891634,,,,,,,,,,
10.93,0.002621633,0.005946234,0.00855365,,,,,,,,,,
10.935,0.002822837,0.006386629,0.009181791,,,,,,,,,,
10.94,0.003012426,0.006802035,0.009773626,,,,,,,,,,
10.945,0.00318969,0.007190691,0.010326974,,,,,,,,,,
10.95,0.003353944,0.007551241,0.010839679,,,,,,,,,,
10.955,0.003504423,0.007882196,0.011309826,,,,,,,,,,
10.96,0.003640649,0.008182283,0.011735573,,,,,,,,,,
10.965,0.003762127,0.008450334,0.012115313,,,,,,,,,,
10.97,0.003868311,0.008685375,0.012447583,,,,,,,,,,
10.975,0.003958789,0.008886281,0.01273107,,,,,,,,,,
10.98,0.004033202,0.009052376,0.012964722,,,,,,,,,,
10.985,0.004091132,0.009182839,0.01314761,,,,,,,,,,
10.99,0.004132438,0.009277175,0.013279058,,,,,,,,,,
10.995,0.004156928,0.00933491,0.013358435,,,,,,,,,,
11,0.004164485,0.009355852,0.013385408,,,,,,,,,,
11.005,0.004155202,0.009339775,0.013359802,,,,,,,,,,
11.01,0.004129058,0.00928681,0.01328158,,,,,,,,,,
11.015,0.004086073,0.009196887,0.013151063,,,,,,,,,,
11.02,0.004026411,0.009070494,0.012968685,,,,,,,,,,
11.025,0.003950363,0.008907887,0.012734971,,,,,,,,,,
11.03,0.003858107,0.00870956,0.012450797,,,,,,,,,,
11.035,0.003750015,0.008476348,0.012117171,,,,,,,,,,
11.04,0.003626612,0.008209089,0.011735238,,,,,,,,,,
11.045,0.003488485,0.007908598,0.011306282,,,,,,,,,,
11.05,0.00333602,0.007576119,0.010831948,,,,,,,,,,
11.055,0.003169897,0.007212859,0.010313901,,,,,,,,,,
11.06,0.002990779,0.006819947,0.009754079,,,,,,,,,,
11.065,0.002799347,0.006399057,0.00915463,,,,,,,,,,
11.07,0.002596322,0.005951675,0.00851764,,,,,,,,,,
11.075,0.002382614,0.005479377,0.007845569,,,,,,,,,,
11.08,0.002159051,0.004984118,0.00714085,,,,,,,,,,
11.085,0.001926657,0.004467827,0.006406207,,,,,,,,,,
11.09,0.0016863,0.003932375,0.005644367,,,,,,,,,,
11.095,0.001438969,0.00337977,0.004858193,,,,,,,,,,
11.1,0.001185636,0.002812349,0.004050811,,,,,,,,,,
11.105,0.000927343,0.002232147,0.003225314,,,,,,,,,,
11.11,0.000665101,0.001641449,0.002384865,,,,,,,,,,
11.115,0.000400054,0.00104266,0.001532812,,,,,,,,,,
11.12,0.000133313,0.000438165,0.000672373,,,,,,,,,,
11.125,-0.000133985,-0.000169703,-0.000192968,,,,,,,,,,
11.13,-0.000400708,-0.000778418,-0.001059811,,,,,,,,,,
11.135,-0.000665824,-0.001385531,-0.001924634,,,,,,,,,,
