time,L1AccX_filtered,L2AccX_filtered,L3AccX_filtered
0.93,0.000938899313721833,0.000826089888144063,-0.00122139485103568
0.935,0.000496888933031321,0.000643888872638665,-0.000579151931654057
0.94,3.21464620033671e-05,0.000437524737330303,9.4906125659355e-05
0.945,-0.000430107371404439,0.000212985240607985,0.000758295375086674
0.95,-0.000865332129449343,-1.7902662674868e-05,0.00137673482823707
0.955,-0.00125470157305208,-0.000243588797648359,0.00192186230534947
0.96,-0.001578377530423,-0.00045243955749917,0.00235944481210659
0.965,-0.00182013636620799,-0.000639147446443624,0.00266903927237928
0.97,-0.00196946097949099,-0.00079362697930832,0.00283418499353765
0.975,-0.00201842394007618,-0.000907750055607113,0.00284814538622487
0.98,-0.0019671987602823,-0.000978696440376697,0.00270973094278234
0.985,-0.00181660315845367,-0.00100629153690844,0.00242811965982601
0.99,-0.00157729164773159,-0.000983383389663709,0.00201928257408336
0.995,-0.00126012577127823,-0.000915818151738875,0.00150647113615273
1,-0.000881145652937009,-0.000806342213296815,0.000918013384867888
1.005,-0.000460123233985649,-0.000657398867337908,0.000285741132033736
1.01,-1.93176960729172e-05,-0.00047596608708679,-0.000353939841011066
1.015,0.000423960085314962,-0.000272825721572427,-0.000969663920180923
1.02,0.00084253159125336,-5.44049475161174e-05,-0.00152705575318088
1.025,0.00121712700653699,0.000170766865741393,-0.00199438712847468
1.03,0.00153309157262864,0.000388217415046615,-0.00235038987862425
1.035,0.00176984160908312,0.000591427634053965,-0.00257600623516524
1.04,0.00191795939486928,0.000768337014011976,-0.00266083871510954
1.045,0.00197190912825893,0.000910723508492539,-0.00260149127101142
1.05,0.0019267893311402,0.00101076414238185,-0.00240403666312394
1.055,0.00178365173708382,0.00106375118421278,-0.00207970124511395
1.06,0.0015543052419642,0.00106358078641186,-0.00164975235513139
1.065,0.00124444491400317,0.00100870584943801,-0.00113880567501558
1.07,0.000871314078972075,0.000903864264527077,-0.00057293403124161
1.075,0.000455580768937742,0.000748711710209137,1.3489931321941e-05
1.08,1.43477407772519e-05,0.000551285413552677,0.000588984302981105
1.085,-0.000429836275137527,0.00032104490610688,0.00112353571350407
1.09,-0.000853106283603947,6.75667713390208e-05,0.00158672238913472
1.095,-0.00123471672585658,-0.000197660265236591,0.00195803962107374
1.1,-0.00155808257659738,-0.000456809498656004,0.00221714298887828
1.105,-0.00180157296762914,-0.00070107964015937,0.0023523917791834
1.11,-0.00195607416676261,-0.000916055361483643,0.00235796844497812
1.115,-0.00201332299911443,-0.00108602903620084,0.00223871677753733
1.12,-0.00196632406233686,-0.00120313225506849,0.00200318293065981
1.125,-0.00181944251488297,-0.00125946476758528,0.00166384396236192
1.13,-0.00157900734815369,-0.0012477611558208,0.00124511944470901
1.135,-0.00125514654871136,-0.00116789608472168,0.000768829362040709
1.14,-0.00086345263599668,-0.00102292260552676,0.000263365236514039
1.145,-0.000426907016065573,-0.00081558860521885,-0.000244557149876101
1.15,3.76541427314166e-05,-0.000557209356755291,-0.000725198002202369
1.155,0.000503591270038241,-0.000260274298376386,-0.00115685762263405
1.16,0.000947552956828041,5.87562282359127e-05,-0.00151642142959507
1.165,0.00134580916755685,0.000385838427398069,-0.00178494867636419
1.17,0.00167868442529603,0.000699524169111516,-0.0019520541499412
1.175,0.00192730907051007,0.000983143324287934,-0.00201326871276235
1.18,0.00207665939810036,0.0012202187953206,-0.00196526459324668
1.185,0.00211970036468495,0.00139457375754667,-0.00181536587874473
1.19,0.00205110571963319,0.00149267021170359,-0.00157652991409805
1.195,0.00187516105590197,0.00151095956473311,-0.00126036963615958
1.2,0.00159856948794406,0.00144438385784572,-0.000887346573641315
1.205,0.00123558085621951,0.00128967427920717,-0.000483181459536437
1.21,0.000802644442373023,0.00105835966325902,-6.49854482910894e-05
1.215,0.00032377364973833,0.00076220620761014,0.000344970202271281
1.22,-0.000177611001739624,0.000412297511077173,0.000720824755070592
1.225,-0.00067428307138906,2.88146605409646e-05,0.00104863577139029
1.23,-0.00114087124879586,-0.00036489246922729,0.00131174229571577
1.235,-0.00155042168648377,-0.000748009979827103,0.00149834224074555
1.24,-0.00188210050029451,-0.00109819739356172,0.00160267444095021
1.245,-0.00211702954022079,-0.00139151578293783,0.001622605949987
1.25,-0.00223956686083514,-0.00161155123282357,0.00155905782185716
1.255,-0.00224455686983633,-0.00174437783030344,0.00141856714417061
1.26,-0.00212891150101766,-0.00177874918146873,0.00121379679594714
1.265,-0.00189815041537008,-0.00170828394634872,0.000956509456985673
1.27,-0.00156292318159869,-0.00153846701627166,0.000660877671466756
1.275,-0.00113968095295576,-0.00127619386671685,0.000342368047287204
1.28,-0.000651121557893133,-0.000931608400062576,2.11366566044283e-05
1.285,-0.000124865034071751,-0.00052533078853909,-0.000289556648230131
1.29,0.000416735519647745,-8.20896062219769e-05,-0.000575467929261696
1.295,0.000939746210674774,0.000377154748718504,-0.000822169419823776
1.3,0.00141478843880884,0.000822851061063902,-0.00102031038403532
1.305,0.00181893500347053,0.00122709777003475,-0.00116335896656407
1.31,0.00212735796723922,0.00156952119203059,-0.00124615597972642
1.315,0.00232177558004895,0.00182692955386801,-0.00126664576593317
1.32,0.00239360977326968,0.00198007252704646,-0.00122962914235755
1.325,0.00233489863227966,0.0020198428265313,-0.00113836338230473
1.33,0.00214709861760864,0.00194481821577737,-0.000996333907375185
1.335,0.00184268772269315,0.00175211827329569,-0.000815479354658065
1.34,0.00143529581989926,0.00145447862065476,-0.000604417886731735
1.345,0.000944213842823495,0.0010674055735174,-0.000373127039291204
1.35,0.000398841705836706,0.000611571270267528,-0.000131672613216274
1.355,-0.000171611153455548,0.000112409131546987,0.000107958569123014
1.36,-0.00073751613782795,-0.000399763904430694,0.000336204984472519
1.365,-0.00126509390538977,-0.000894809022732648,0.000545881525488307
1.37,-0.00172731457926688,-0.00134559290034805,0.000725760148598157
1.375,-0.00209922313151409,-0.00172295874188189,0.000870846338131568
1.38,-0.00235629214158905,-0.00200433489083536,0.000978233224132333
1.385,-0.00248682569289942,-0.00217042382314975,0.0010432233406202
1.39,-0.00248173265255877,-0.00221377112405875,0.00106270398891186
1.395,-0.002339429395815,-0.00212733760569445,0.00103705602559253
1.4,-0.00206972736751847,-0.00191481717442228,0.000970155461253504
1.405,-0.00168346001571399,-0.00158845319525935,0.00086185560771321
1.41,-0.00120225072577813,-0.00116633566636059,0.000716844134748903
1.415,-0.000654811562520451,-0.000670783572300084,0.000542962349970249
1.42,-6.87658899109293e-05,-0.000133529640969148,0.000343621836017286
1.425,0.000524224433035904,0.00041523475706424,0.000128925564694492
1.43,0.0010889820899717,0.000945279412788769,-9.25188918418801e-05
1.435,0.00159758000063706,0.00142344795924371,-0.000313093529690298
1.44,0.00201796838458804,0.0018217133368458,-0.000525721249049971
1.445,0.00232953294246225,0.00211471078328202,-0.000718798759722649
1.45,0.0025152870494459,0.00228849276070196,-0.000882178809279757
1.455,0.00256226473131519,0.00232884120650781,-0.00101148926715346
1.46,0.00246802180586762,0.00223169390679681,-0.00109876117002233
1.465,0.00223894051256038,0.00200494280992937,-0.00113827972672539
1.47,0.00188558722599926,0.00166205964234839,-0.0011245748138284
1.475,0.00142870079602402,0.0012191854581598,-0.00106005993206563
1.48,0.000893501260601622,0.000705142502134795,-0.000943574559940933
1.485,0.000307431992856094,0.000151943719982343,-0.000776812157559867
1.49,-0.000293326791566519,-0.000415212374211528,-0.000570136462405306
1.495,-0.000878090656701477,-0.000955584871338755,-0.000327708169477872
1.5,-0.00141773603426921,-0.00144046785409779,-5.8284118998342e-05
1.505,-0.00187785677966992,-0.00184261633668625,0.000220618042452469
1.51,-0.00223380309417337,-0.00213734593593634,0.000498456440749795
1.515,-0.00246994280665371,-0.00230611453496554,0.000762852667997379
1.52,-0.002568720344711,-0.00234269159611163,0.00099829190895892
1.525,-0.00252614608964227,-0.00224223103244646,0.00118849098169344
1.53,-0.00234644739533328,-0.00201150095534288,0.00132742454561671
1.535,-0.00203805476266005,-0.00166621628474819,0.00140135412629433
1.54,-0.00161933839385762,-0.00122580143612544,0.00140379793375068
1.545,-0.00111542518308538,-0.000717603600600632,0.0013349416076813
1.55,-0.000550037418856077,-0.000169129113108543,0.00119291860143659
1.555,4.29055434211603e-05,0.000384797634587644,0.000981315048171288
1.56,0.00063138830094494,0.000912110311868405,0.000709726258540507
1.565,0.0011831654101541,0.00138381615938944,0.000391210941924249
1.57,0.00166866261691178,0.00177305415172953,3.99433357051533e-05
1.575,0.00206168356363523,0.0020544695752733,-0.000326301662750414
1.58,0.00234001757061045,0.00221581086530196,-0.000686032459443815
1.585,0.00248970277906804,0.00224764637755204,-0.00102098344080503
1.59,0.00250453748381143,0.00214831171961905,-0.00131128118046451
1.595,0.00238316267702113,0.00192720356558385,-0.00153812515443386
1.6,0.00213424807394929,0.00159781370987669,-0.00168750341881206
1.605,0.00177290732074055,0.0011810383172837,-0.0017500086529126
1.61,0.00131644128008577,0.000698736885387403,-0.00171593659965962
1.615,0.000792423445128335,0.000185393627322698,-0.00158395772041066
1.62,0.000230026071538097,-0.000331765878229042,-0.00136092173589874
1.625,-0.000342135942054759,-0.000822878401640784,-0.00105622277937757
1.63,-0.00089080743383611,-0.00125830670801792,-0.000682929857246885
1.635,-0.00138706176848165,-0.00161212319416497,-0.000260212144624327
1.64,-0.00180505887276434,-0.00186775016168233,0.000189542336943459
1.645,-0.00212526453235344,-0.00201353577991653,0.0006410869847834
1.65,-0.00232782988513021,-0.00203960817717966,0.00106989611668407
1.655,-0.00240445644674851,-0.00194939175773304,0.00144935737197041
1.66,-0.00235347325364458,-0.00175030629195313,0.00175806523222376
1.665,-0.00217501342382471,-0.00145419080667044,0.00197569296747857
1.67,-0.00188244729568783,-0.00108145693969607,0.00208471611930912
1.675,-0.00149549910985047,-0.000656748176978557,0.00208086063445157
1.68,-0.00103138949618385,-0.000203934997365195,0.00195488021235385
1.685,-0.000517201016608591,0.000249391718971448,0.00171848697589073
1.69,1.56949902896683e-05,0.000677752687389249,0.00137847719027846
1.695,0.000544732809214107,0.00105388848673734,0.000949720295730192
1.7,0.0010379624689233,0.00136182850685912,0.000458087179132629
1.705,0.00147109062227397,0.00158268987220366,-7.07487061839942e-05
1.71,0.00182375982534108,0.00170945774238285,-0.000608529000688568
1.715,0.00207763706221334,0.00173240727078895,-0.00112285580639189
1.72,0.00221687613590225,0.00165711508523596,-0.00158266602912052
1.725,0.00224165638614819,0.00149020582685403,-0.0019636475661497
1.73,0.00215039571823565,0.00124155908611275,-0.00224074038097396
1.735,0.00194545556058901,0.000933140193686991,-0.0023908289168458
1.74,0.00164462120420039,0.000584041546429198,-0.00241156372389787
1.745,0.00126382696751094,0.000212264790568558,-0.00229495003009718
1.75,0.000820635955719845,-0.00015641379742895,-0.00204388956643196
1.755,0.000340764345165771,-0.000497849081651051,-0.00167143370800028
1.76,-0.000149284324487196,-0.000801880793393798,-0.00119616180627132
1.765,-0.000628789598270679,-0.0010476901300428,-0.000646002670808436
1.77,-0.00106857345583417,-0.00121951234562223,-4.74375223434716e-05
1.775,-0.0014484312578616,-0.00131812292724046,0.000561750808575767
1.78,-0.00175018448495547,-0.00133858664645323,0.001149199519392
1.785,-0.0019573980973296,-0.00127901906317888,0.00168212249684631
1.79,-0.00206297751642691,-0.00115348545280406,0.00212486900807871
1.795,-0.00206326078873075,-0.000972342391292798,0.00245448128826011
1.8,-0.00195995325513537,-0.000744639113519659,0.00264864448915295
1.805,-0.00175775065323826,-0.000486856625555022,0.0026980881311826
1.81,-0.0014719625805091,-0.000220469202898231,0.0025913622536761
1.815,-0.00111583034675875,4.14877604067872e-05,0.00233415256742755
1.82,-0.000707247442542454,0.000289892081336134,0.00194427052534275
1.825,-0.000268093396139926,0.000503845968791696,0.00143668397591639
1.83,0.000178046645446467,0.000672772698148166,0.000840769359251792
1.835,0.000608724171034601,0.000796636460801217,0.000190622586720941
1.84,0.00100479833600406,0.000866969081561947,-0.000476521689553786
1.845,0.00134598672486704,0.000881679755110156,-0.00112610858818979
1.85,0.00161891591793515,0.000850141504819222,-0.00171736414363042
1.855,0.00180726637888549,0.00077708066598582,-0.00221495859463728
1.86,0.00190764884622986,0.000662493782390813,-0.0025975464975818
1.865,0.00191361086516299,0.000527339249376233,-0.00283311451512103
1.87,0.00182801100968226,0.000378872422309288,-0.00290951249686303
1.875,0.00165090875497704,0.000221607974269824,-0.00282440350843089
1.88,0.00139769352459235,7.01886255663622e-05,-0.00257778392090785
1.885,0.00107905313304627,-6.4900475900371e-05,-0.00218336309801728
1.89,0.000708667005877552,-0.000180689105774906,-0.00166334602410191
1.895,0.000309321012099534,-0.00027517505633576,-0.0010474886947739
1.9,-0.000100652391013804,-0.000337292000324129,-0.000366384444456325
1.905,-0.000506359691869928,-0.000374152129100995,0.000337772163767895
1.91,-0.000885965608999101,-0.000390623068554877,0.00102471378585063
1.915,-0.00121771787574528,-0.000384310239979469,0.00166194997788106
1.92,-0.00149381070194958,-0.000359004073101267,0.00220579637724154
1.925,-0.00169581243163979,-0.000328459460983738,0.00262990619497249
1.93,-0.00181609584840216,-0.000293558458178218,0.00290767291997136
1.935,-0.0018494717288961,-0.00025285599996796,0.00302424757465004
1.94,-0.00179437704388416,-0.00021978121328191,0.00297100344558208
1.945,-0.00165235844271894,-0.000193840666184493,0.00275271951027185
1.95,-0.00143486903058899,-0.000171422304728041,0.00238193648847351
1.955,-0.00114959330187038,-0.000157961258380703,0.00187512567587028
1.96,-0.00080570340171142,-0.000154069809703262,0.001265290248506
1.965,-0.000426271409743523,-0.000145690762742056,0.000584282596871996
1.97,-2.67342159634989e-05,-0.000137082676144954,-0.000129598064150572
1.975,0.000379264957841594,-0.000125138112625766,-0.000836091638860258
1.98,0.000767204252548421,-0.000101588175691337,-0.00149690312881842
1.985,0.00111853388246695,-6.29597769564259e-05,-0.0020743701349869
1.99,0.00142045750558129,-1.47153588435473e-05,-0.00253515512611873
1.995,0.00165603972046313,5.20798906332475e-05,-0.0028547461547977
2,0.00181210200880305,0.000132944271955727,-0.00301744404473395
2.005,0.00188600160421021,0.000220849072412843,-0.00301289747567848
2.01,0.00186799266169836,0.000318571581198979,-0.0028416028382312
2.015,0.00176124093897461,0.000415350204982469,-0.00251770159914396
2.02,0.00157103823416903,0.000505398235263861,-0.0020535132690686
2.025,0.0013017092828717,0.000578068116817779,-0.00148100668941716
2.03,0.000965897595034976,0.00062888950571041,-0.000830611007910041
2.035,0.000580628368528475,0.000649286773677169,-0.00013756492856378
2.04,0.000162694648206251,0.000634924443987601,0.000560799179724188
2.045,-0.000270486644132501,0.000579451113665493,0.00122059191573191
2.05,-0.000693742162401343,0.000483827573319922,0.00181069585943355
2.055,-0.00108982031105345,0.000351291736247801,0.00229841029294916
2.06,-0.00143774501919609,0.000182462488243949,0.0026562109193194
2.065,-0.00172098541054062,-1.21611267026902e-05,0.00286715081063841
2.07,-0.00192321595201301,-0.000225979870843904,0.00292310352786982
2.075,-0.00203605811718022,-0.00044456104065428,0.00281797881799545
2.08,-0.0020502618855071,-0.000655227361697232,0.0025648099097285
2.085,-0.00196125034761417,-0.000845332867159727,0.00217388257244958
2.09,-0.00177538456390912,-0.00099850180152608,0.00167256697468823
2.095,-0.00149705092089717,-0.00110364427174972,0.00108608559928763
2.1,-0.00113812008584343,-0.00115288495283486,0.000447703995538182
2.105,-0.000717347449259526,-0.00113445371887748,-0.000207517818739392
2.11,-0.000256198369987607,-0.0010479477377546,-0.000839590343001786
2.115,0.000231045520981971,-0.000895011957254935,-0.00142006063299654
2.12,0.000710679832340357,-0.000678363807177426,-0.00191925528651934
2.125,0.00116139465991711,-0.00040861363652668,-0.00230416143299973
