time,tableAccX_filtered,L1AccX_filtered,L2AccX_filtered,L3AccX_filtered
47.12,0.0326701237913709,0.0508717643521362,0.0834570000050215,0.0120586898310459
47.125,0.0342550665999328,0.0307289961176172,0.084942624495447,0.0192878032525489
47.13,0.0355820311478659,0.00631450290523451,0.0798289161220331,0.0300808286881118
47.135,0.0359427560443962,-0.00839408758049428,0.0734565207652621,0.0388399395635652
47.14,0.0350051324878367,-0.00374023434099323,0.0710571390171434,0.0414568817934875
47.145,0.0330849082709057,0.0198357277239629,0.0747257919314363,0.0379543779160682
47.15,0.031054548093389,0.0516876137183943,0.0822029802328556,0.0325537043908812
47.155,0.0299420841436126,0.0765834373288654,0.0884299682568243,0.0310046853847146
47.16,0.0303957767855419,0.0830415331198456,0.088929789932175,0.0370399890490664
47.165,0.0323045371165849,0.0696684444768497,0.0828638926487275,0.0497435267665366
47.17,0.0347947132132276,0.0456372372590592,0.0737414805614917,0.0636922686739115
47.175,0.0366625401952732,0.0252774572339844,0.0675461348030006,0.0718522522780553
47.18,0.0369389642466897,0.0197568960987325,0.0692601739130444,0.0697390542528748
47.185,0.0353717055973529,0.0307198888106677,0.079715971670869,0.0581221521922505
47.19,0.0325124421949689,0.0496294352725496,0.094903006152264,0.0429409802593816
47.195,0.0293795055172137,0.0631176207328776,0.108060100047456,0.03223650727245
47.2,0.0268910691916156,0.0610521056273936,0.113281873463577,0.031726418370194
47.205,0.0254349191524625,0.0427025885281857,0.108671681716322,0.0416973411213039
47.21,0.0247269779688824,0.0173981341908347,0.0971696781312513,0.0568961732423364
47.215,0.0240668738022899,-0.000864041189034274,0.0846783659742777,0.0694524021349634
47.22,0.0228161712272746,-0.00158682186135051,0.0766206447074535,0.0732816964940497
47.225,0.0207826845050716,0.0160624443802433,0.0749329603164028,0.0671930375128282
47.23,0.0183109233304337,0.0426149484853639,0.0774144781479661,0.0554524349994638
47.235,0.0160784181106734,0.0634043097021088,0.0795114952228054,0.0450134597604395
47.24,0.0146867350332557,0.0668732489145313,0.077311414798672,0.0414575351462418
47.245,0.0143373450847676,0.0508178737482729,0.0701888826483604,0.0458205752616863
47.25,0.0147512417624418,0.0233793424456415,0.061292907884101,0.054234091464172
47.255,0.0153440901758078,-0.00163517652247637,0.0554966485890178,0.0602191314040845
47.26,0.0155368792512964,-0.0125278530063842,0.0563848987951735,0.0584645474078333
47.265,0.0150509349949801,-0.00607119723899112,0.0639810583287971,0.0479871382868655
47.27,0.0139957436504334,0.0112706559184257,0.0743162961838311,0.0324732866236186
47.275,0.0127756235883032,0.0275636956623338,0.0814625891721484,0.018086406657813
47.28,0.0118761174827678,0.0324488681435139,0.0808413761561997,0.0101277782702342
47.285,0.0116502104651233,0.0231978465628473,0.0715820409607296,0.010116940242291
47.29,0.0121909023795018,0.00596669934583334,0.0569607114658093,0.0151250700920472
47.295,0.0133265616184031,-0.00807198741158406,0.0426392609808145,0.019748910279195
47.3,0.0147098012009276,-0.00953244851764385,0.0336430581210131,0.019264335347327
47.305,0.0159342192549103,0.00371937912157423,0.0317336662672725,0.012064934921377
47.31,0.0166941748780716,0.0251695495188297,0.0348290307774201,0.000348914520374761
47.315,0.0168653723218644,0.043351071423746,0.0385847432136925,-0.0114539015639812
47.32,0.0165497411507987,0.048295599259998,0.0388924960654287,-0.0195550454299711
47.325,0.0160556223168943,0.0370249679215594,0.0343486112369563,-0.0229852104231326
47.33,0.0157714858509689,0.0150906775409339,0.0269487649669436,-0.0239327070613746
47.335,0.0159900282537715,-0.0067040589236518,0.0207410268001874,-0.0262805039118035
47.34,0.0167800978831601,-0.0183123471271083,0.0191522065559187,-0.0330411470893663
47.345,0.0179308215082615,-0.0158335815547058,0.0229602695168794,-0.0443204158830581
47.35,0.0190448498177897,-0.0031289449747472,0.0295036516789399,-0.0570965840921108
47.355,0.0197275667840982,0.0107740058286973,0.0339640535775027,-0.0668966747209128
47.36,0.0197770331136851,0.0170636831913867,0.0320433798618017,-0.070309327722874
47.365,0.0192910222161764,0.0120663300825907,0.0222664391069027,-0.0671430093485132
47.37,0.018607086335221,-0.000909969650019779,0.00685767112078798,-0.0606059459192434
47.375,0.0181234866453163,-0.0139922739312355,-0.009275952336347,-0.0555816474381617
47.38,0.0180992707864064,-0.0194936958330965,-0.0209822283364461,-0.0561031419139561
47.385,0.0185408645542816,-0.0144227515377022,-0.0254721244565583,-0.0630551925081572
47.39,0.0192308333737111,-0.00224872475550672,-0.0233471594776543,-0.0737684879639171
47.395,0.0198606000655245,0.00916003897327095,-0.018022375619904,-0.0835607776670987
47.4,0.0202000415245778,0.0120250202025137,-0.0136212418552226,-0.0883737678798625
47.405,0.0201912499100701,0.00303442227682533,-0.0127689578874463,-0.0869611077963065
47.41,0.0199354677640207,-0.014728972093212,-0.0153878166076662,-0.081631768717596
47.415,0.0196036126592043,-0.0334779155121411,-0.0192167599844119,-0.0768775914854397
47.42,0.0193330777498229,-0.0448341625657469,-0.0214655789163181,-0.0767249448390603
47.425,0.0191819895241239,-0.0441680633257473,-0.0206688944439332,-0.0825700123758446
47.43,0.0191426015803613,-0.0327947644425758,-0.0175205820871253,-0.0923142294391359
47.435,0.0191880634393884,-0.016980003668989,-0.0143565873557435,-0.101475599087182
47.44,0.0193003471240367,-0.00437367771961029,-0.0137413597556887,-0.105732015225435
47.445,0.0194598371650631,4.35818084572347e-05,-0.0167495181629039,-0.103195808325852
47.45,0.0196188815197585,-0.0036637442386271,-0.0223882644301549,-0.0954026959684595
47.455,0.0196980169878145,-0.0109827742611654,-0.0281961155768671,-0.0864919813760784
47.46,0.0196181987244793,-0.0159020380090403,-0.0315525307496802,-0.0810145378045656
47.465,0.0193659985141431,-0.0145786783092136,-0.0309972044092982,-0.0815446912115588
47.47,0.0190353148098839,-0.00748102221621252,-0.0269107000258733,-0.087608972499174
47.475,0.018804598257139,0.00104980309791421,-0.0210517960024507,-0.0961234610481565
47.48,0.0188387916560495,0.00550664278501544,-0.0153627435053309,-0.103046242151329
47.485,0.0191762732656921,0.00259582722855765,-0.0111291820333717,-0.105501566092175
47.49,0.0196716317058429,-0.00674878142763005,-0.00849438334948441,-0.102921010064769
47.495,0.0200593421253816,-0.0178580769797514,-0.00673390495278209,-0.096834342140384
47.5,0.0200859013712723,-0.0249813861566294,-0.00505855488248369,-0.0897144064552139
47.505,0.0196808347003182,-0.0244372878209187,-0.00326812387507617,-0.0834963407364336
47.51,0.0190287336543995,-0.0165946684109577,-0.00180978240000684,-0.0787258519009372
47.515,0.018489742367499,-0.00543446871289047,-0.00146338234484165,-0.0746076940590857
47.52,0.0184107845503696,0.00380348045531164,-0.00267447036010048,-0.0699338611465416
47.525,0.018914157647023,0.00757502787434739,-0.00502389524471664,-0.0640546505514915
47.53,0.0197897852789806,0.00563364462482271,-0.00724967216880384,-0.0573071998529363
47.535,0.0205946052984926,0.000706519001840204,-0.00774087388654974,-0.0507495566774456
47.54,0.0208846469392697,-0.00352035170818683,-0.00521694621143304,-0.0453476804229321
47.545,0.0204702570700795,-0.00468376406939724,0.000648612905976949,-0.0413150484673716
47.55,0.0195563389516235,-0.00302967485628912,0.00900940993996495,-0.0378722031598856
47.555,0.0186644644631448,-0.000715668483783711,0.01816341183028,-0.033912188684832
47.56,0.0183648096123585,-9.14080161451372e-05,0.0263150944558062,-0.0287926290725978
47.565,0.0189715227280608,-0.0019896512473544,0.0322577238405145,-0.0227193151461829
47.57,0.0203523298563347,-0.00498576191686722,0.0357809478436683,-0.0168121430989433
47.575,0.0219729061406356,-0.00630887229980102,0.0375786604965248,-0.0124013009839532
47.58,0.023151719357407,-0.00356847213039684,0.0387217325006237,-0.0100036707310509
47.585,0.0234042700016971,0.0038470008734526,0.0399790919456685,-0.00895134863787772
47.59,0.0226671730414818,0.0143696515128733,0.0415466203540587,-0.00772530417367089
47.595,0.0213308138303373,0.0250245606125057,0.0430487095723498,-0.00476242640081006
47.6,0.0200258664430705,0.0330497216156262,0.0441210224935731,0.000534749047220668
47.605,0.0193164361081872,0.0370440135022459,0.0449243933133862,0.00723915105892685
47.61,0.0194488946119379,0.0372554163981856,0.046336094040578,0.0133805201949023
47.615,0.0202853811628874,0.0351214562684857,0.0495358886448094,0.0170439582878969
47.62,0.021416900944377,0.0322584451028432,0.0554629805071286,0.0173910304914094
47.625,0.0223935333103965,0.0297151527369878,0.0640105334802452,0.0152913967446375
47.63,0.0229309704655156,0.0277939430398688,0.0738831043324453,0.0129534435202335
47.635,0.0229717991782852,0.0264394620335237,0.083082708649703,0.0128054781693335
47.64,0.0226490354676543,0.0256349451669429,0.0896438063592324,0.0164212230920107
47.645,0.0221564736262648,0.0256892408248023,0.0924188121128982,0.0237787501647479
47.65,0.0216236163037658,0.0269953280989366,0.0914131458086112,0.0334341706895
47.655,0.0211109315668678,0.029647530573669,0.0876388938633495,0.0433749000377256
47.66,0.020629887801009,0.0331663806134121,0.0825020130765749,0.05192854816264
47.665,0.0202073358363545,0.0365625943371242,0.0774079242447261,0.05829530049695
47.67,0.0199037487361878,0.0387156366253189,0.0734205304477052,0.0625848355976436
47.675,0.0197918711040885,0.0388245977298096,0.0712039965672699,0.0653151696383506
47.68,0.0198998344178379,0.0368565730382981,0.0710286318930261,0.0668393324142049
47.685,0.0201994610284859,0.0334083226634903,0.0728183787304798,0.0673042930574796
47.69,0.0206072305087038,0.0293755709803686,0.0761279845341081,0.0668500734712186
47.695,0.0210533368769326,0.0254808850456324,0.0800581732704915,0.0657099988823718
47.7,0.0215164987883035,0.0220971975311106,0.0835956175128114,0.0644559044804763
47.705,0.022014315399524,0.0192745756997319,0.0860014391187731,0.0638137578503695
